Order_ID,Customer_ID,Customer_Name,Customer_BirthDate,Customer_Group,Customer_Type,Street_ID,Street_Name,City,Postal_Code,State_Province,Country,Continent,xyContinentLat,xyContinentLon,Order_Date,Delivery_Date,Product_ID,Quantity,RetailPrice,Cost,Discount,Employee_ID,OrderType
1237230875,47989,"Polster, Ms. Edith",20JUL1963,Orion Club members,Orion  Club members medium activity,3940104062,Billstraße,Hamburg,20539,Hamburg,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,220100800040,1,$120.50,$114.70,,120444,1
1237230883,48439,"Graepel, Ms. Jolanta",19FEB1978,Orion Club Gold members,Orion Club Gold members medium activity,3940108938,Waldweg,Schwedeneck,24229,Saarland,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,220100900004,1,$18.20,$17.20,,120446,1
1237230892,48635,"Ewerts, Mr. Hansjörg",13FEB1963,Orion Club members,Orion Club members low activity,3940105340,Weißenburgerstr.,Karlsruhe,76187,Baden-Württemberg,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240500200093,1,$41.70,$39.50,,120482,1
1237230892,48635,"Ewerts, Mr. Hansjörg",13FEB1963,Orion Club members,Orion Club members low activity,3940105340,Weißenburgerstr.,Karlsruhe,76187,Baden-Württemberg,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240500200082,1,$39.20,$32.90,,120482,1
1237230903,48745,"Angloher, Ms. Viola",08JUN1963,Orion Club Gold members,Orion Club Gold members high activity,3940100528,Ansbacherstr.,Berlin,10787,Berlin,Germany,Europe,48.690833,9.140556,04OCT2014,05OCT2014,220100500026,1,$63.00,$57.40,,120445,1
1237230906,49483,"Puracker, Ms. Heide-Marie",24FEB1988,Orion Club members,Orion Club members low activity,3940100147,Altenholzerstraße,Altenholz,24161,Berlin,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,230100500087,1,$97.50,$81.10,,120463,1
1237230912,50614,"Löscher, Mr. Hermann",09JUN1983,Orion Club Gold members,Orion Club Gold members high activity,3940101335,Langer Grabenweg,Bonn,53175,Nordrhein-Westfalen,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,210200100013,1,$42.30,$37.70,,120442,1
1237230951,52927,"Waldkirch, Mr. Gunnar",13SEP1938,Orion Club Gold members,Orion Club Gold members high activity,3940103526,Ehlersstr.,Friedrichshafen,88046,Baden-Württemberg,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,230100100057,1,$27.90,$26.90,,120463,1
1237230960,53149,"Eichmann, Mr. Freddy",02JUN1978,Orion Club Gold members,Orion Club Gold members high activity,3940102288,Hansaallee,Düsseldorf,40549,Nordrhein-Westfalen,Germany,Europe,48.690833,9.140556,04OCT2014,09OCT2014,230100600016,1,$77.00,$77.20,,99999999,2
1237230960,53149,"Eichmann, Mr. Freddy",02JUN1978,Orion Club Gold members,Orion Club Gold members high activity,3940102288,Hansaallee,Düsseldorf,40549,Nordrhein-Westfalen,Germany,Europe,48.690833,9.140556,04OCT2014,09OCT2014,230100500091,1,$191.00,$160.90,,99999999,2
1237230990,53306,"Schreml, Ms. Ludmila",25JUN1978,Orion Club Gold members,Orion Club Gold members high activity,3940100218,Hoher Weg,Augsburg,86152,Bayern,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,220100100197,1,$101.30,$101.50,,120444,1
1237231010,55582,"Remesat, Ms. Katja",06JAN1983,Orion Club members,Orion  Club members medium activity,3940107277,Kaulbachstraße,München,80539,Bayern,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240100100329,1,$40.60,$40.80,,120436,1
1237231016,55940,"Bumiller, Mr. Norbert",09DEC1990,Internet/Catalog Customers,Internet/Catalog Customers,3940104197,Herrengraben,Hamburg,20459,Hamburg,Germany,Europe,48.690833,9.140556,04OCT2014,09OCT2014,230100500012,1,$73.90,$66.50,,99999999,2
1237231051,56513,"Kiesewetter, Ms. Verena",04SEP1938,Orion Club members,Orion Club members low activity,3940100677,Görlitzer Str.,Berlin,10997,Berlin,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,230100700011,1,$275.10,$226.90,,120464,1
1237231051,56513,"Kiesewetter, Ms. Verena",04SEP1938,Orion Club members,Orion Club members low activity,3940100677,Görlitzer Str.,Berlin,10997,Berlin,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,230100600022,1,$84.10,$84.30,,120464,1
1237231051,56513,"Kiesewetter, Ms. Verena",04SEP1938,Orion Club members,Orion Club members low activity,3940100677,Görlitzer Str.,Berlin,10997,Berlin,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,230100100051,2,$369.80,$156.30,,120464,1
1237231066,57214,"Herold, Mr. Ralf P.",01NOV1938,Orion Club members,Orion  Club members medium activity,3940108608,Ringstrasse,Rheda-Wiedenbrueck,33378,Nordrhein-Westfalen,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240800100045,1,$228.20,$194.10,,120506,1
1237231067,57453,"Navarro Alonso, Ms. Irma",22AUG1973,Orion Club Gold members,Orion Club Gold members medium activity,3940105006,Berlinerstraße,Homburg,66424,Saarland,Germany,Europe,48.690833,9.140556,04OCT2014,10OCT2014,230100600028,1,$96.70,$96.90,,99999999,3
1237231098,58849,"Relk, Ms. Janicke",21JUL1948,Orion Club Gold members,Orion Club Gold members low activity,3940103562,Lindenstr.,Fürstenfeldbruck,82256,Bayern,Germany,Europe,48.690833,9.140556,04OCT2014,08OCT2014,220200100051,1,$121.30,$121.50,,120454,1
1237231106,59146,"Billaniuk, Ms. Katja",07NOV1938,Orion Club members,Orion  Club members high activity,3940103689,Ziegeleistr.,Gersthofen,86368,Bayern,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240700100011,1,$26.99,$20.46,,120492,1
1237231125,59623,"Polivka, Ms. Karen",01SEP1990,Orion Club members,Orion Club members low activity,3940101301,Heinrich-Konenstr.,Bonn,53227,Nordrhein-Westfalen,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240800200051,1,$27.60,$26.30,,120506,1
1237231138,60295,"Schleicher, Mr. Cenk",15FEB1973,Orion Club Gold members,Orion Club Gold members high activity,3940107469,Rosenheimerstr.,München,81671,Bayern,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240200100153,1,$28.00,$25.10,,120450,1
1237231151,61735,"Janssen, Ms. Bärbel",20SEP1973,Internet/Catalog Customers,Internet/Catalog Customers,3940106144,Leinfelderstr.,Leinfelden-Echterdi,70771,Thüringen,Germany,Europe,48.690833,9.140556,04OCT2014,05OCT2014,230100700002,1,$220.00,$270.00,,99999999,2
1237231156,61904,"Berger, Mr. Hans",23NOV1943,Internet/Catalog Customers,Internet/Catalog Customers,3940103343,Ulmenstr.,Frankfurt am Main,60325,Hessen,Germany,Europe,48.690833,9.140556,04OCT2014,08OCT2014,230100600013,1,$71.70,$71.90,,99999999,2
1237231156,61904,"Berger, Mr. Hans",23NOV1943,Internet/Catalog Customers,Internet/Catalog Customers,3940103343,Ulmenstr.,Frankfurt am Main,60325,Hessen,Germany,Europe,48.690833,9.140556,04OCT2014,08OCT2014,230100500034,1,$15.30,$12.30,,99999999,2
1237231162,62237,"Serfort, Mr. Dirk",01FEB1978,Orion Club Gold members,Orion Club Gold members medium activity,3940104548,Hamburger Allee,Hannover,30161,Niedersachsen,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240100100076,1,$174.60,$166.20,,120438,1
1237231226,65258,"Radic, Mr. Thomas",28MAR1983,Orion Club Gold members,Orion Club Gold members high activity,3940105336,Wachhausstraße,Karlsruhe,76227,Baden-Württemberg,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240800200058,1,$43.20,$39.00,,120506,1
1237231239,65798,"Radbruch, Mr. Edgar",06FEB1938,Internet/Catalog Customers,Internet/Catalog Customers,3940101891,Van-Melle-Str.,Detmold,32760,Nordrhein-Westfalen,Germany,Europe,48.690833,9.140556,04OCT2014,09OCT2014,230100600018,1,$64.20,$64.40,,99999999,2
1237231242,26506,"Lejbølle, Ms. Bente Kruse",25OCT1953,Orion Club Gold members,Orion Club Gold members medium activity,3150109507,Gefionsvej,Sindal,9870,,Denmark,Europe,48.690833,9.140556,04OCT2014,05OCT2014,240500200048,2,$232.80,$97.20,,99999999,2
1237231242,26506,"Lejbølle, Ms. Bente Kruse",25OCT1953,Orion Club Gold members,Orion Club Gold members medium activity,3150109507,Gefionsvej,Sindal,9870,,Denmark,Europe,48.690833,9.140556,04OCT2014,05OCT2014,240500200128,1,$42.70,$35.60,,99999999,2
1237231254,37941,"Schaldemose, Mr. Svend Hjorth",25JUL1973,Orion Club Gold members,Orion Club Gold members high activity,3150101571,Diesen Alle,Dragør,2791,,Denmark,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240100100600,1,$19.50,$16.70,,120294,1
1237231300,48874,"Faghtmann, Ms. Dorthe Hegnet",23MAR1990,Orion Club Gold members,Orion Club Gold members low activity,3150110347,Einersvej,Stenløse,3660,,Denmark,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240500200148,2,$278.20,$118.40,,120317,1
1237231348,75360,"Crone, Mr. Folmer Vagn",18FEB1990,Orion Club members,Orion  Club members high activity,3150100786,Granvej,Billund,7190,,Denmark,Europe,48.690833,9.140556,04OCT2014,04OCT2014,220100900030,1,$25.00,$20.00,,120297,1
1237231357,78873,"Randa, Mr. Erik Hesselund",26JUN1963,Internet/Catalog Customers,Internet/Catalog Customers,3150104960,Spedalsø,Horsens,8700,,Denmark,Europe,48.690833,9.140556,04OCT2014,06OCT2014,240400200094,1,$254.20,$231.20,,99999999,2
1237231371,80719,"Cholewa, Mr. Walter Martin",23SEP1978,Internet/Catalog Customers,Internet/Catalog Customers,3150112879,Fabriksvej,Ølstykke,3650,,Denmark,Europe,48.690833,9.140556,04OCT2014,09OCT2014,240500100055,1,$96.90,$77.50,,99999999,3
1237231377,81959,"Ingridsdottir, Mr. Johnny Mølskov",01JAN1990,Orion Club Gold members,Orion Club Gold members high activity,3150103095,Almosevej,Glumsø,4171,,Denmark,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240700400002,1,$33.60,$29.30,,120323,1
1237231416,2359,"Campillo, Mr. Ignacio",26MAR1978,Orion Club Gold members,Orion Club Gold members high activity,8300100567,C. Juan Ramón Jiménez,Madrid,28036,"Madrid, Comunidad de",Spain,Europe,48.690833,9.140556,04OCT2014,09OCT2014,210200300114,1,$40.60,$40.80,,99999999,2
1237231416,2359,"Campillo, Mr. Ignacio",26MAR1978,Orion Club Gold members,Orion Club Gold members high activity,8300100567,C. Juan Ramón Jiménez,Madrid,28036,"Madrid, Comunidad de",Spain,Europe,48.690833,9.140556,04OCT2014,09OCT2014,210201000206,1,$41.10,$37.40,,99999999,2
1237231421,4850,"Isem Costa, Mr. Santiago",07FEB1992,Orion Club Gold members,Orion Club Gold members high activity,8300100145,C. Marina,Barcelona,08005,Cataluna,Spain,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240200100207,1,$106.90,$105.70,,120839,1
1237231443,5284,"Marín, Ms. Ana",22APR1983,Orion Club Gold members,Orion Club Gold members medium activity,8300100536,C. Gran Vía,Madrid,28013,"Madrid, Comunidad de",Spain,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240500200005,1,$5.90,$5.50,,120859,1
1237231467,7477,"Echevarri Fernández, Ms. Soledad",13JUN1963,Orion Club members,Orion Club members low activity,8300100349,C. Vicente Aleixandre,Las Rozas,28230,"Madrid, Comunidad de",Spain,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240600100020,1,$35.20,$32.40,,120865,1
1237231474,7501,"Jevenois Acillona, Mr. Juan Ramón",13AUG1968,Orion Club members,Orion  Club members high activity,8300100556,C. Josefa Valcarcel,Madrid,28027,"Madrid, Comunidad de",Spain,Europe,48.690833,9.140556,04OCT2014,04OCT2014,210201000003,1,$36.90,$33.70,,120832,1
1237231507,18233,"Campoy, Mr. Juan José",14JAN1983,Internet/Catalog Customers,Internet/Catalog Customers,8300100762,Pl. De la Lealtad,Madrid,28014,"Madrid, Comunidad de",Spain,Europe,48.690833,9.140556,04OCT2014,05OCT2014,220200300144,1,$83.00,$75.60,,99999999,3
1237231512,18679,"Moreno Cortés, Mr. Ignacio",23JUL1963,Orion Club Gold members,Orion Club Gold members medium activity,8300100617,C. Méndez Álvaro,Madrid,28045,"Madrid, Comunidad de",Spain,Europe,48.690833,9.140556,04OCT2014,04OCT2014,220200100057,1,$125.80,$126.00,,120843,1
1237231521,19581,"Arderius Arderius, Mr. Lalo",04JUL1958,Orion Club Gold members,Orion Club Gold members medium activity,8300100333,C. Rosa de Lima,Las Matas,28290,"Madrid, Comunidad de",Spain,Europe,48.690833,9.140556,04OCT2014,04OCT2014,220200100098,1,$120.70,$133.00,,120845,1
1237231537,22711,"Álvarez Rodríguez, Mr. Manuel",21DEC1988,Orion Club members,Orion  Club members high activity,8300100147,C. Marques de Sentmenat,Barcelona,08029,Cataluna,Spain,Europe,48.690833,9.140556,04OCT2014,04OCT2014,220100100636,1,$13.10,$12.90,,120836,1
1237231590,24343,"Pérez, Ms. Esther",15APR1990,Orion Club members,Orion  Club members high activity,8300100033,C. San Julián,Alcobendas,28108,"Madrid, Comunidad de",Spain,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240600100110,1,$46.00,$39.90,,120864,1
1237231627,27736,"Mateos, Ms. Analía",23DEC1968,Orion Club Gold members,Orion Club Gold members high activity,8300100525,C. General Aranaz,Madrid,28027,"Madrid, Comunidad de",Spain,Europe,48.690833,9.140556,04OCT2014,07OCT2014,240600100080,1,$29.90,$18.10,,99999999,2
1237231711,44654,"Santamaría Molinero, Ms. María Dolores",08SEP1938,Orion Club Gold members,Orion Club Gold members medium activity,8300100939,C. Luis Montoro,Sevilla,41071,Andalucia,Spain,Europe,48.690833,9.140556,04OCT2014,08OCT2014,210201000038,1,$26.70,$23.80,,99999999,2
1237231726,48374,"González Tovar, Ms. Susana",19SEP1958,Orion Club members,Orion Club members low activity,8300100930,Av. De Las Palmeras,Sevilla,41013,Andalucia,Spain,Europe,48.690833,9.140556,04OCT2014,08OCT2014,240600100080,1,$29.90,$18.10,,99999999,2
1237231747,51239,"Zúñiga, Mr. Ignacio",24JAN1958,Internet/Catalog Customers,Internet/Catalog Customers,8300100372,Ca. Betanzos-Meson Do Vento,Mabegondo,15318,Castilla Y Leon,Spain,Europe,48.690833,9.140556,04OCT2014,09OCT2014,220200300096,1,$172.50,$157.00,,99999999,2
1237231756,51569,"Ollé Camprubí, Ms. Dominique",26FEB1988,Orion Club Gold members,Orion Club Gold members low activity,8300100691,C. Serrano Galvache,Madrid,28033,"Madrid, Comunidad de",Spain,Europe,48.690833,9.140556,04OCT2014,04OCT2014,210200300121,2,$144.40,$75.20,,120833,1
1237231756,51569,"Ollé Camprubí, Ms. Dominique",26FEB1988,Orion Club Gold members,Orion Club Gold members low activity,8300100691,C. Serrano Galvache,Madrid,28033,"Madrid, Comunidad de",Spain,Europe,48.690833,9.140556,04OCT2014,04OCT2014,210200100018,1,$40.90,$36.10,,120833,1
1237231777,54451,"Gago Santibáñez, Ms. Yolanda",16JUL1990,Orion Club Gold members,Orion Club Gold members high activity,8300100756,Paseo de la Habana,Madrid,28036,"Madrid, Comunidad de",Spain,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240500200095,2,$58.20,$27.90,,120860,1
1237231777,54451,"Gago Santibáñez, Ms. Yolanda",16JUL1990,Orion Club Gold members,Orion Club Gold members high activity,8300100756,Paseo de la Habana,Madrid,28036,"Madrid, Comunidad de",Spain,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240500200016,1,$31.70,$29.00,,120860,1
1237231839,58519,"Tomico Blanco, Mr. Antonio",13FEB1983,Orion Club Gold members,Orion Club Gold members medium activity,8300100867,Parque Taulí,Sabadell,08208,Cataluna,Spain,Europe,48.690833,9.140556,04OCT2014,05OCT2014,240600100107,1,$26.40,$23.60,,99999999,3
1237231839,58519,"Tomico Blanco, Mr. Antonio",13FEB1983,Orion Club Gold members,Orion Club Gold members medium activity,8300100867,Parque Taulí,Sabadell,08208,Cataluna,Spain,Europe,48.690833,9.140556,04OCT2014,05OCT2014,240600100100,1,$67.10,$50.50,,99999999,3
1237231935,70696,"Rodríguez Portillo, Mr. Antonio",05DEC1968,Orion Club members,Orion  Club members medium activity,8300100335,Av. Juan Xxiii,Las Palmas de Gran,35004,Castilla Y Leon,Spain,Europe,48.690833,9.140556,04OCT2014,10OCT2014,240500100057,1,$38.40,$34.20,,120861,1
1237231935,70696,"Rodríguez Portillo, Mr. Antonio",05DEC1968,Orion Club members,Orion  Club members medium activity,8300100335,Av. Juan Xxiii,Las Palmas de Gran,35004,Castilla Y Leon,Spain,Europe,48.690833,9.140556,04OCT2014,10OCT2014,240500100036,1,$50.50,$44.80,,120861,1
1237231997,73753,"Cruz Mendoza, Mr. Antonio",03JUL1958,Internet/Catalog Customers,Internet/Catalog Customers,8300100004,C. Juan Díaz Porlier,A Coruña,15009,Galicia,Spain,Europe,48.690833,9.140556,04OCT2014,05OCT2014,220100300009,2,$169.60,$67.80,,99999999,3
